ID_Mahasiswa ;Label;Nilai_Matematika;Nilai_Biologi;Nilai_Fisika;Nilai_Kimia ;Nilai_English;Kognitif_Skills;Creativity_Innovation;Communication_Collaboration;Adaptation_DecisionMaking;Tech_Coding_Interest;Research_Data_Interest;Problem_Solving_Interest ;Creative_Social_Skills ;Field_Work_Interest ;Leadership_Skills ;Preference for Practical Work
C463;Teknik Sipil;85;61;100;72;73;82;77;77;90;0;0;0;0;1;1;0
C464;Teknik Sipil;79;61;92;77;73;81;75;72;86;1;0;1;1;1;1;1
C465;Teknik Sipil;77;70;98;75;73;85;82;77;92;0;1;1;1;1;1;0
C466;Teknik Sipil;82;64;85;74;72;82;85;71;91;1;0;1;0;0;1;1
C467;Teknik Sipil;80;60;86;79;67;83;78;78;91;0;0;1;0;1;1;1
C468;Teknik Sipil;78;60;98;75;73;88;85;75;89;0;0;1;0;1;1;1
C469;Teknik Sipil;76;63;100;73;67;83;78;72;95;0;0;1;0;1;1;1
C470;Teknik Sipil;77;69;100;73;71;80;80;74;93;0;0;0;0;1;1;0
C471;Teknik Sipil;75;67;90;72;71;83;83;80;92;1;0;0;0;1;1;1
C472;Teknik Sipil;79;60;94;78;66;88;84;78;89;0;0;0;0;1;1;1
C473;Teknik Sipil;76;67;89;76;71;87;84;70;94;0;0;0;0;0;1;1
C474;Teknik Sipil;85;61;91;71;67;85;75;79;88;1;0;1;0;0;1;0
C475;Teknik Sipil;76;65;93;77;72;83;84;75;93;0;0;1;0;1;1;1
C476;Teknik Sipil;84;68;91;71;75;83;84;72;94;1;0;1;0;0;0;1
C477;Teknik Sipil;77;66;91;77;74;83;85;76;91;0;0;1;0;1;1;1
C478;Teknik Sipil;80;69;86;75;66;81;80;80;90;0;0;1;1;1;1;0
C479;Teknik Sipil;77;68;95;78;66;86;75;73;93;1;0;1;0;1;1;1
C480;Teknik Sipil;85;69;100;74;70;82;80;78;86;1;1;1;0;1;1;1
C481;Teknik Sipil;82;68;88;74;69;87;76;75;85;0;1;0;0;1;1;1
C482;Teknik Sipil;75;63;90;77;75;82;75;70;90;0;1;0;0;0;1;1
C483;Teknik Sipil;81;64;100;74;75;90;84;75;94;0;0;1;0;1;1;0
C484;Teknik Sipil;82;67;89;72;67;80;82;74;95;0;0;1;0;1;0;1
C485;Teknik Sipil;79;65;92;79;70;80;77;75;86;0;0;0;0;1;1;1
C486;Teknik Sipil;84;62;87;74;65;80;84;76;91;1;0;0;0;1;0;1
C487;Teknik Sipil;85;61;87;78;66;89;81;72;93;0;0;0;1;0;0;0
C488;Teknik Sipil;82;67;94;77;66;90;78;80;91;0;0;1;1;1;1;1
C489;Teknik Sipil;77;67;88;77;74;81;85;80;89;0;1;1;0;1;1;0
C490;Teknik Sipil;83;60;89;72;71;80;75;79;89;0;0;0;0;0;1;0
C491;Teknik Sipil;77;69;87;72;74;87;80;74;88;0;0;1;0;1;1;1
C492;Teknik Sipil;75;66;90;80;66;88;77;73;95;1;0;1;0;1;1;1
C493;Teknik Sipil;75;62;99;79;73;87;75;70;87;0;0;0;0;1;1;0
C494;Teknik Sipil;75;65;87;79;65;88;75;70;95;0;0;1;0;0;1;1
C495;Teknik Sipil;75;68;98;70;72;80;80;76;92;0;0;1;1;1;0;1
C496;Teknik Sipil;78;63;98;79;66;88;81;77;95;0;0;1;0;1;0;1
C497;Teknik Sipil;75;69;97;76;69;88;78;75;95;0;0;0;0;1;1;0
C498;Teknik Sipil;83;63;93;74;69;88;83;80;85;0;0;1;1;1;1;1
C499;Teknik Sipil;78;64;97;73;72;85;76;76;95;0;0;1;1;1;1;0
C500;Teknik Sipil;82;69;98;73;72;82;83;71;94;0;0;0;1;0;1;1
E001;Teknik Elektro;85;60;95;71;74;86;84;76;94;0;1;1;0;1;1;1
E002;Teknik Elektro;86;74;90;85;87;85;80;77;91;0;0;1;0;1;1;1
E003;Teknik Elektro;82;61;97;74;80;85;83;85;87;0;0;1;0;0;1;1
E004;Teknik Elektro;96;60;92;80;86;88;95;85;94;0;1;1;0;1;0;0
E005;Teknik Elektro;100;65;96;74;79;88;87;85;85;0;1;1;0;1;1;1
E006;Teknik Elektro;87;67;93;78;74;85;92;80;89;0;1;1;0;1;1;1
E007;Teknik Elektro;90;71;91;77;71;86;95;78;90;0;0;0;0;1;1;1
E008;Teknik Elektro;89;73;96;84;89;88;93;79;95;0;0;1;0;1;0;1
E009;Teknik Elektro;85;63;96;79;78;88;89;75;94;0;0;0;0;1;1;0
E010;Teknik Elektro;85;64;91;82;77;89;86;78;85;0;0;1;0;1;0;1
E011;Teknik Elektro;80;69;97;81;72;88;89;79;86;0;1;1;0;1;1;1
E012;Teknik Elektro;94;61;100;82;74;87;88;76;94;1;0;0;0;1;1;1
E013;Teknik Elektro;99;75;92;80;81;88;80;85;89;0;0;1;1;1;1;1
E014;Teknik Elektro;100;64;100;70;77;85;86;81;92;0;0;1;0;1;1;0
E015;Teknik Elektro;88;71;100;77;88;87;90;79;91;0;0;1;0;1;1;1
E016;Teknik Elektro;87;71;97;83;79;85;82;78;92;0;0;1;0;1;1;1
E017;Teknik Elektro;86;66;99;79;72;85;83;81;89;0;0;1;0;1;0;1
E018;Teknik Elektro;99;72;94;83;72;89;84;81;93;0;0;1;0;1;0;1
E019;Teknik Elektro;84;75;90;74;73;90;83;75;90;0;1;0;0;1;1;1
E020;Teknik Elektro;84;60;95;71;74;87;95;78;90;0;0;1;0;1;1;1
E021;Teknik Elektro;100;73;95;78;78;88;82;78;85;0;0;1;0;0;1;1
E022;Teknik Elektro;84;60;90;80;88;89;94;85;91;0;0;1;0;1;1;0
E023;Teknik Elektro;82;72;94;70;86;86;91;79;89;0;0;1;0;1;1;1
E024;Teknik Elektro;95;64;95;72;88;87;84;76;87;1;0;1;1;1;1;0
E025;Teknik Elektro;88;65;99;79;84;86;92;79;91;1;0;1;0;1;1;1
E026;Teknik Elektro;83;64;91;76;70;88;91;85;91;0;0;1;0;1;1;0
E027;Teknik Elektro;85;75;90;85;77;87;93;80;93;0;0;1;0;0;1;1
E028;Teknik Elektro;97;69;100;84;83;86;89;84;95;1;0;0;0;1;1;1
E029;Teknik Elektro;81;72;100;78;90;90;81;82;87;0;0;1;0;1;1;1
E030;Teknik Elektro;90;74;91;71;71;88;90;83;89;0;1;0;0;1;1;1
E031;Teknik Elektro;94;61;92;70;90;88;91;84;90;0;0;0;0;1;1;1
E032;Teknik Elektro;83;69;97;72;86;86;84;84;86;0;1;1;0;0;0;1
E033;Teknik Elektro;83;71;92;77;88;88;88;81;91;0;0;1;0;0;1;1
E034;Teknik Elektro;88;74;100;83;76;85;93;76;85;0;0;1;0;0;0;0
E035;Teknik Elektro;85;62;97;81;77;86;85;79;91;1;0;1;0;0;0;1
E036;Teknik Elektro;97;75;99;80;78;90;87;75;87;0;0;1;0;1;0;0
E037;Teknik Elektro;90;72;96;85;89;87;85;76;91;1;0;1;1;1;1;0
E038;Teknik Elektro;80;60;99;71;81;88;80;84;88;0;1;1;0;1;0;1
E039;Teknik Elektro;94;68;92;74;78;88;94;79;94;0;0;1;1;0;1;1
E040;Teknik Elektro;85;65;100;84;77;85;91;78;85;0;0;1;0;0;1;0
E041;Teknik Elektro;84;72;93;74;80;85;85;76;91;0;0;1;0;1;1;1
E042;Teknik Elektro;98;62;96;75;76;90;81;75;95;1;0;1;0;1;0;1
E043;Teknik Elektro;91;73;95;82;74;90;83;80;94;0;0;1;0;1;1;0
E044;Teknik Elektro;87;71;93;79;87;86;87;80;91;0;0;1;0;1;1;0
E045;Teknik Elektro;80;66;90;80;81;86;89;83;92;0;0;1;0;1;1;0
E046;Teknik Elektro;82;60;99;77;78;87;90;75;86;0;1;1;0;1;1;1
E047;Teknik Elektro;96;60;96;83;85;90;84;85;94;0;0;0;0;1;1;1
E048;Teknik Elektro;99;75;90;85;76;85;94;79;90;0;0;1;0;1;1;0
E049;Teknik Elektro;100;63;98;82;79;87;95;77;88;0;0;0;1;0;1;1
E050;Teknik Elektro;86;68;97;82;80;89;82;80;87;0;0;1;1;1;0;1
E051;Teknik Elektro;93;69;96;71;81;86;89;77;86;0;0;1;0;1;1;1
E052;Teknik Elektro;88;75;96;72;73;87;81;84;94;0;0;1;0;1;1;0
E053;Teknik Elektro;89;63;90;83;70;90;94;85;89;0;0;1;0;1;1;1
E054;Teknik Elektro;80;61;90;70;74;90;94;84;95;0;0;1;0;1;1;1
E055;Teknik Elektro;80;71;94;85;73;85;89;82;86;0;0;0;0;1;1;0
E056;Teknik Elektro;89;60;91;85;83;88;80;85;86;0;0;0;0;1;1;1
E057;Teknik Elektro;80;65;96;84;76;88;91;85;86;0;0;1;0;1;1;1
E058;Teknik Elektro;89;72;96;74;85;88;85;77;86;0;0;1;0;1;1;0
E059;Teknik Elektro;98;68;91;77;82;85;83;77;92;1;1;1;0;0;1;1
E060;Teknik Elektro;97;67;90;73;81;89;83;77;92;0;0;1;0;0;1;1
E061;Teknik Elektro;83;65;97;84;72;88;85;85;90;0;0;1;1;1;1;1
E062;Teknik Elektro;95;60;100;70;75;87;82;83;89;0;1;1;1;1;0;1
E063;Teknik Elektro;92;75;100;72;73;90;91;79;85;1;0;1;0;1;0;0
E064;Teknik Elektro;91;73;96;85;88;89;83;84;92;1;0;0;0;1;1;1
E065;Teknik Elektro;99;61;94;81;79;86;93;82;88;0;0;1;1;1;0;1
E066;Teknik Elektro;81;72;94;79;72;85;95;76;93;0;0;1;0;1;0;1
E067;Teknik Elektro;85;60;99;75;85;87;90;77;87;0;1;1;0;1;1;1
E068;Teknik Elektro;88;68;93;77;82;85;82;78;88;0;0;1;1;0;1;1
E069;Teknik Elektro;86;61;92;71;85;86;88;75;89;1;0;0;0;1;1;1
E070;Teknik Elektro;95;68;100;70;90;89;81;80;94;0;0;1;0;0;1;1
E071;Teknik Elektro;80;72;92;82;81;90;84;83;92;0;0;0;0;1;1;1
E072;Teknik Elektro;86;63;98;74;78;86;88;75;90;1;0;0;1;1;0;1
E073;Teknik Elektro;96;62;93;78;82;85;92;79;88;0;0;1;0;0;1;1
E074;Teknik Elektro;93;74;100;74;75;90;85;83;92;0;1;1;1;1;1;1
E075;Teknik Elektro;80;72;90;85;88;87;84;79;91;1;0;1;0;1;1;1
E076;Teknik Elektro;93;64;90;85;83;87;92;84;89;0;0;1;1;0;1;0
E077;Teknik Elektro;94;61;100;79;84;88;83;80;86;0;0;1;0;1;1;1
E078;Teknik Elektro;87;67;95;81;84;85;87;81;87;0;0;1;0;0;1;0
E079;Teknik Elektro;99;71;99;70;88;89;83;77;93;0;0;1;0;0;1;0
E080;Teknik Elektro;92;71;92;81;75;86;92;84;91;0;0;1;0;0;1;1
E081;Teknik Elektro;92;62;95;82;85;87;92;85;93;0;0;1;1;1;1;1
E082;Teknik Elektro;91;75;100;79;76;85;93;80;86;1;0;1;0;1;1;0
E083;Teknik Elektro;80;65;99;80;71;87;94;85;94;0;0;1;0;1;1;1
E084;Teknik Elektro;82;64;100;84;89;89;93;79;86;0;0;1;1;1;1;1
E085;Teknik Elektro;84;62;93;84;88;88;92;81;94;0;0;1;0;1;0;1
E086;Teknik Elektro;84;75;97;77;72;86;84;85;86;1;0;1;1;1;1;0
E087;Teknik Elektro;98;67;90;83;81;90;95;85;90;0;0;1;0;1;1;1
E088;Teknik Elektro;85;65;90;74;82;90;93;78;94;0;0;1;0;1;1;1
E089;Teknik Elektro;97;72;99;80;73;86;89;83;86;0;0;0;0;1;1;1
E090;Teknik Elektro;87;61;92;85;84;86;89;82;94;0;0;1;0;1;1;1
E091;Teknik Elektro;92;75;95;82;89;88;83;79;88;0;0;1;0;0;1;1
E092;Teknik Elektro;91;63;91;72;75;90;94;83;85;0;0;0;0;1;1;1
E093;Teknik Elektro;100;66;90;79;85;89;81;82;95;0;0;1;0;0;1;1
E094;Teknik Elektro;91;74;97;81;89;85;85;78;89;0;1;1;0;1;1;1
E095;Teknik Elektro;96;72;96;84;85;90;94;75;88;0;0;1;0;1;1;1
E096;Teknik Elektro;100;65;99;72;71;86;80;79;93;0;0;1;0;1;1;1
E097;Teknik Elektro;86;73;100;78;90;90;85;77;93;0;0;1;0;1;1;1
E098;Teknik Elektro;85;66;99;74;79;86;84;81;87;0;1;0;1;1;1;1
E099;Teknik Elektro;94;64;90;78;89;88;91;78;92;0;1;1;0;0;1;0
E100;Teknik Elektro;90;73;92;83;90;90;95;84;88;0;1;1;0;0;1;0
E101;Teknik Elektro;84;69;90;71;72;85;91;84;93;1;0;1;0;1;0;1
E102;Teknik Elektro;94;63;97;77;72;87;84;80;95;1;0;1;0;0;1;1
E103;Teknik Elektro;92;65;96;83;74;86;89;85;90;0;0;1;0;1;1;1
E104;Teknik Elektro;99;68;91;72;80;90;83;78;86;0;0;1;0;1;1;0
E105;Teknik Elektro;85;60;91;73;90;88;81;85;86;0;0;1;0;1;1;1
E106;Teknik Elektro;99;61;94;82;83;89;81;83;85;0;0;1;0;1;1;1
E107;Teknik Elektro;91;63;97;72;72;90;83;84;90;1;0;1;0;1;1;1
E108;Teknik Elektro;92;61;93;72;89;85;93;82;91;0;0;1;0;1;1;1
E109;Teknik Elektro;96;71;95;79;83;86;95;81;94;1;0;0;0;1;1;1
E110;Teknik Elektro;93;72;97;78;87;85;84;79;85;1;0;1;1;1;0;1
E111;Teknik Elektro;81;75;97;80;82;90;83;85;92;1;0;1;0;0;1;1
E112;Teknik Elektro;95;73;90;82;90;88;95;78;85;0;0;1;1;1;0;1
E113;Teknik Elektro;97;60;98;77;88;90;81;83;87;0;0;1;1;1;1;1
E114;Teknik Elektro;89;66;93;73;87;87;92;78;85;1;1;1;0;1;1;1
E115;Teknik Elektro;88;73;98;79;82;89;95;77;91;1;0;1;0;1;1;1
E116;Teknik Elektro;100;68;92;76;89;85;94;85;92;0;0;1;0;1;1;0
E117;Teknik Elektro;87;70;100;73;78;90;93;77;90;0;0;1;0;0;1;0
E118;Teknik Elektro;96;68;90;83;74;87;89;79;91;0;0;0;1;0;0;1
E119;Teknik Elektro;91;61;96;71;89;85;95;75;93;0;0;1;0;1;1;1
E120;Teknik Elektro;86;74;98;70;70;87;84;84;92;0;1;1;0;1;1;1
E121;Teknik Elektro;90;60;97;72;75;85;90;76;90;0;0;0;0;1;1;1
E122;Teknik Elektro;93;66;100;71;86;89;92;79;91;0;1;1;0;1;1;1
E123;Teknik Elektro;91;60;99;81;89;87;94;77;89;0;0;1;1;1;0;0
E124;Teknik Elektro;97;71;99;76;71;90;87;83;91;0;0;1;0;0;1;1
E125;Teknik Elektro;96;67;98;82;81;89;89;76;88;0;0;1;0;1;1;1
E126;Teknik Elektro;82;63;90;78;76;90;90;79;89;0;0;0;1;1;0;1
E127;Teknik Elektro;83;75;96;74;77;90;86;78;87;0;1;1;0;1;1;0
E128;Teknik Elektro;88;60;92;77;79;87;84;75;93;0;0;0;1;1;1;1
E129;Teknik Elektro;89;64;98;73;87;90;86;79;94;0;0;1;0;1;1;0
E130;Teknik Elektro;82;63;96;81;83;90;90;81;91;0;0;1;0;1;1;1
E131;Teknik Elektro;94;61;99;78;77;86;81;76;86;0;1;0;1;1;1;0
E132;Teknik Elektro;94;64;95;82;72;86;84;80;90;0;0;0;1;1;1;0
E133;Teknik Elektro;83;60;98;80;83;85;93;83;90;0;1;1;0;0;0;1
E134;Teknik Elektro;99;71;96;75;79;89;93;76;89;1;0;1;0;1;1;1
E135;Teknik Elektro;94;66;90;81;73;89;85;76;86;0;0;1;1;0;1;1
E136;Teknik Elektro;98;73;95;85;86;88;94;79;92;0;0;1;0;0;0;1
E137;Teknik Elektro;96;74;100;73;82;85;92;75;93;0;0;1;1;1;1;1
E138;Teknik Elektro;100;70;95;85;84;88;90;79;90;0;0;1;1;1;1;0
E139;Teknik Elektro;96;62;92;74;81;89;85;80;86;0;0;1;0;1;1;1
E140;Teknik Elektro;92;61;93;74;84;89;93;76;93;0;0;1;1;1;1;1
E141;Teknik Elektro;87;71;92;81;85;86;82;79;88;1;0;1;0;1;0;0
E142;Teknik Elektro;98;60;93;74;74;85;84;78;91;0;0;1;0;1;1;0
E143;Teknik Elektro;99;66;91;74;87;88;95;82;94;0;0;0;0;1;1;0
E144;Teknik Elektro;88;75;93;79;85;90;88;75;90;0;0;1;0;0;1;1
E145;Teknik Elektro;99;72;92;77;82;86;82;80;95;0;0;1;0;1;1;1
E146;Teknik Elektro;82;72;95;70;75;87;90;77;85;0;0;1;0;0;0;1
E147;Teknik Elektro;98;74;90;78;82;89;80;81;88;0;0;1;0;1;1;1
E148;Teknik Elektro;86;68;100;85;87;85;87;80;95;0;0;0;0;0;1;0
E149;Teknik Elektro;91;64;96;74;85;88;93;77;94;1;0;1;0;0;1;1
E150;Teknik Elektro;91;73;90;78;87;89;84;79;90;0;0;1;0;0;0;1
E151;Teknik Elektro;80;67;90;70;75;85;94;78;93;0;0;1;0;1;0;1
E152;Teknik Elektro;87;61;91;85;82;85;84;85;87;1;0;0;0;1;1;1
E153;Teknik Elektro;94;71;96;79;80;86;83;80;85;1;0;1;1;1;1;0
E154;Teknik Elektro;91;72;99;72;84;87;81;83;93;0;0;1;0;1;0;1
E155;Teknik Elektro;94;67;95;75;78;90;88;84;85;1;0;1;0;1;1;1
E156;Teknik Elektro;88;61;99;80;83;89;95;82;94;0;0;1;0;1;1;1
E157;Teknik Elektro;94;72;100;73;86;86;87;83;92;0;0;1;0;1;1;1
E158;Teknik Elektro;100;68;92;72;70;88;84;77;90;0;0;1;0;1;1;1
E159;Teknik Elektro;86;71;93;83;82;86;94;79;91;0;0;1;0;1;0;1
E160;Teknik Elektro;87;65;97;70;90;86;94;76;95;0;1;0;0;1;1;0
E161;Teknik Elektro;82;72;97;77;70;85;94;85;92;0;0;1;0;1;1;1
E162;Teknik Elektro;86;74;90;84;72;90;92;85;89;0;0;1;1;1;1;0
E163;Teknik Elektro;87;75;92;83;72;87;87;82;92;0;0;1;0;1;0;1
E164;Teknik Elektro;95;71;100;73;84;87;86;75;86;0;1;1;0;0;1;1
E165;Teknik Elektro;87;60;99;80;79;88;83;83;85;0;0;1;0;1;1;1
E166;Teknik Elektro;96;67;94;73;82;89;83;82;87;0;1;1;0;1;1;1
E167;Teknik Elektro;80;68;100;84;80;86;85;84;90;0;0;1;0;1;1;1
E168;Teknik Elektro;92;72;97;71;85;90;83;82;85;0;0;0;0;1;1;1
E169;Teknik Elektro;100;64;100;73;75;87;84;76;88;0;0;1;0;1;1;1
E170;Teknik Elektro;91;71;95;81;73;88;80;85;92;0;0;1;0;0;1;1
E171;Teknik Elektro;81;65;96;72;89;87;84;75;87;1;1;1;0;1;1;1
E172;Teknik Elektro;82;73;90;80;78;86;93;79;94;0;0;1;0;0;1;1
E173;Teknik Elektro;100;70;96;82;79;90;89;79;88;0;0;1;0;1;1;1
E174;Teknik Elektro;92;73;90;83;84;90;80;75;94;0;1;0;0;1;1;1
E175;Teknik Elektro;89;64;94;80;75;86;80;75;88;0;0;1;0;1;0;0
E176;Teknik Elektro;97;71;97;71;87;86;83;82;89;1;0;1;1;1;1;1
E177;Teknik Elektro;99;61;99;75;76;90;83;79;90;0;0;0;0;1;1;1
E178;Teknik Elektro;97;66;97;78;84;87;93;80;95;0;0;1;1;1;1;0
E179;Teknik Elektro;98;64;98;77;82;90;81;75;94;0;0;1;0;1;1;0
E180;Teknik Elektro;86;62;93;76;72;90;81;75;85;0;0;1;0;0;1;1
E181;Teknik Elektro;87;61;99;78;71;88;85;84;91;0;0;1;0;1;1;1
E182;Teknik Elektro;96;62;97;82;78;87;89;85;87;0;0;0;0;1;1;1
E183;Teknik Elektro;90;71;96;79;70;90;81;77;93;0;0;1;0;1;0;1
E184;Teknik Elektro;100;61;94;83;75;88;91;82;93;0;0;0;0;1;1;1
E185;Teknik Elektro;98;68;92;84;74;88;82;79;85;0;1;1;0;1;0;1
E186;Teknik Elektro;96;74;95;73;71;85;80;80;89;0;0;1;1;1;1;1
E187;Teknik Elektro;99;60;93;73;71;86;94;75;89;0;0;1;0;0;1;1
E188;Teknik Elektro;90;73;99;81;83;88;87;75;87;0;0;1;1;1;1;1
E189;Teknik Elektro;93;75;96;84;72;85;82;79;94;0;0;0;0;1;1;1
E190;Teknik Elektro;87;65;100;83;76;88;80;80;89;0;0;1;0;0;1;1
E191;Teknik Elektro;91;74;97;83;74;89;82;81;93;0;0;1;0;1;1;1
E192;Teknik Elektro;97;62;90;70;73;87;87;79;89;0;0;1;0;0;1;1
E193;Teknik Elektro;84;61;90;76;72;85;87;79;95;0;0;1;0;1;0;1
E194;Teknik Elektro;81;72;95;76;86;88;91;82;88;0;0;1;1;1;1;0
E195;Teknik Elektro;85;69;99;85;87;86;81;83;88;0;0;0;0;1;0;1
E196;Teknik Elektro;86;75;90;73;85;88;94;78;91;1;0;1;0;0;1;1
E197;Teknik Elektro;87;60;94;70;78;87;83;82;87;0;0;1;0;1;1;1
E198;Teknik Elektro;86;65;98;77;72;85;82;84;95;0;0;1;0;1;0;1
E199;Teknik Elektro;89;60;94;84;74;88;86;84;92;1;1;1;1;1;1;1
E200;Teknik Elektro;100;72;97;83;71;87;81;85;90;0;0;1;0;1;1;1
E201;Teknik Elektro;95;69;94;71;86;87;82;83;94;0;0;1;0;1;1;0
E202;Teknik Elektro;81;67;92;73;75;86;92;77;95;0;0;0;0;1;1;1
E203;Teknik Elektro;91;69;100;74;85;89;86;78;85;0;0;1;0;0;1;0
E204;Teknik Elektro;83;65;94;85;80;88;88;76;85;0;0;1;0;1;1;1
E205;Teknik Elektro;81;61;99;77;86;89;80;80;89;0;1;0;0;1;1;1
E206;Teknik Elektro;81;68;96;71;89;86;88;82;86;0;0;1;0;1;1;1
E207;Teknik Elektro;94;60;95;84;81;86;83;84;89;1;0;0;0;1;0;0
E208;Teknik Elektro;100;63;97;80;90;89;89;77;86;1;0;1;0;0;0;1
E209;Teknik Elektro;86;71;92;70;83;87;92;80;92;0;0;0;0;1;1;0
E210;Teknik Elektro;84;60;90;75;80;87;92;77;94;0;0;0;0;1;0;0
E211;Teknik Elektro;100;69;95;70;82;87;87;82;92;0;0;1;1;1;1;0
E212;Teknik Elektro;81;60;90;76;83;86;94;78;91;0;1;1;0;1;1;1
E213;Teknik Elektro;98;68;100;75;90;90;95;81;93;0;0;0;1;1;1;1
E214;Teknik Elektro;98;67;100;71;77;85;83;76;92;0;0;1;1;1;0;0
E215;Teknik Elektro;80;64;94;84;72;88;88;85;94;1;0;1;0;1;1;1
E216;Teknik Elektro;83;61;93;80;82;90;83;83;86;0;0;1;0;1;1;1
E217;Teknik Elektro;89;60;94;79;79;86;88;76;85;0;0;1;0;0;1;0
E218;Teknik Elektro;87;61;100;78;74;87;81;77;88;0;0;1;0;1;1;0
E219;Teknik Elektro;89;71;99;76;84;90;84;82;85;0;0;1;0;0;0;0
E220;Teknik Elektro;82;60;98;75;86;89;90;84;87;0;0;1;0;1;0;1
E221;Teknik Elektro;88;70;98;80;79;86;88;79;87;0;0;0;0;1;1;1
E222;Teknik Elektro;80;60;95;72;84;87;80;85;92;1;1;0;1;0;1;1
E223;Teknik Elektro;87;71;97;71;82;87;87;80;93;0;0;1;0;1;1;0
E224;Teknik Elektro;90;60;98;75;75;85;87;79;94;0;0;1;1;0;1;1
E225;Teknik Elektro;89;71;95;79;70;88;85;81;85;0;0;0;0;1;1;1
E226;Teknik Elektro;80;61;97;82;78;85;88;83;88;1;0;0;0;1;1;1
E227;Teknik Elektro;90;70;100;73;77;88;93;77;85;0;0;1;0;1;1;1
E228;Teknik Elektro;87;73;96;74;77;88;83;83;90;0;0;1;0;1;1;1
E229;Teknik Elektro;95;73;91;70;89;85;82;77;90;0;0;1;1;0;1;0
E230;Teknik Elektro;80;64;100;85;83;85;89;82;92;0;0;1;0;1;0;1
E231;Teknik Elektro;84;75;92;75;89;86;84;78;87;0;0;1;0;0;1;1
E232;Teknik Elektro;99;62;90;70;73;85;80;78;85;1;0;1;0;1;1;1
E233;Teknik Elektro;99;60;94;82;90;85;87;78;88;1;1;1;0;1;1;1
E234;Teknik Elektro;96;66;91;83;73;85;83;84;85;0;1;1;0;0;1;1
E235;Teknik Elektro;93;64;96;74;89;90;89;80;93;0;0;1;0;1;1;1
E236;Teknik Elektro;93;72;99;73;88;86;95;75;92;1;0;0;0;0;0;1
E237;Teknik Elektro;92;68;94;79;83;88;90;85;87;0;0;1;0;1;1;1
E238;Teknik Elektro;88;68;100;75;71;85;93;75;95;0;0;0;0;1;1;1
E239;Teknik Elektro;93;73;95;71;90;86;85;77;87;0;0;1;0;1;1;1
E240;Teknik Elektro;91;69;100;72;84;89;88;80;86;1;0;1;0;0;1;0
E241;Teknik Elektro;82;65;91;71;72;89;83;78;87;0;0;1;0;1;1;1
E242;Teknik Elektro;96;62;94;80;77;88;84;79;86;0;1;1;0;1;1;1
E243;Teknik Elektro;81;73;91;75;73;85;89;80;88;1;0;1;0;1;1;1
E244;Teknik Elektro;81;67;94;72;73;86;84;77;86;0;0;1;1;1;1;1
E245;Teknik Elektro;89;73;96;71;82;87;87;75;90;0;0;1;0;1;1;0
E246;Teknik Elektro;100;71;99;84;85;86;94;85;92;0;0;1;0;1;0;1
E247;Teknik Elektro;98;71;99;85;76;87;86;79;95;0;0;1;0;1;0;1
E248;Teknik Elektro;98;67;95;74;77;89;92;79;86;0;0;1;1;1;1;1
E249;Teknik Elektro;83;72;98;85;85;88;90;82;86;0;0;1;1;1;0;0
E250;Teknik Elektro;90;65;94;82;70;90;82;79;92;0;0;1;0;1;1;1
E251;Teknik Elektro;80;74;91;85;71;87;88;83;93;0;0;1;0;1;1;1
E252;Teknik Elektro;97;68;96;85;74;88;90;81;92;0;0;0;1;1;1;1
E253;Teknik Elektro;82;63;100;75;89;85;80;77;87;0;0;1;1;1;0;1
E254;Teknik Elektro;86;70;98;75;87;88;93;79;91;1;1;0;1;1;1;1
E255;Teknik Elektro;98;62;98;83;79;89;87;80;92;0;0;1;0;1;1;0
E256;Teknik Elektro;100;64;94;75;82;88;81;76;95;0;0;1;0;1;0;1
E257;Teknik Elektro;94;74;90;82;75;86;94;81;94;1;0;1;0;1;1;1
E258;Teknik Elektro;91;73;97;75;73;89;88;79;90;0;0;1;0;0;1;1
E259;Teknik Elektro;98;75;100;73;81;88;91;79;89;1;0;1;0;1;0;0
E260;Teknik Elektro;98;70;95;81;70;86;95;79;94;0;0;1;0;1;0;1
E261;Teknik Elektro;88;71;92;85;79;90;81;81;89;0;0;1;0;0;1;0
E262;Teknik Elektro;90;66;93;79;89;86;93;83;89;0;0;0;1;1;1;0
E263;Teknik Elektro;80;70;94;80;79;88;90;75;85;1;1;1;0;0;1;1
E264;Teknik Elektro;98;64;97;85;88;89;82;81;93;0;0;1;0;1;1;1
E265;Teknik Elektro;93;63;100;84;82;86;86;78;90;1;0;1;1;1;1;1
E266;Teknik Elektro;95;74;94;81;81;89;93;79;88;0;0;1;0;1;1;1
E267;Teknik Elektro;89;63;93;78;89;85;95;75;85;0;0;0;1;0;0;1
E268;Teknik Elektro;91;72;96;78;85;90;84;82;94;0;0;1;0;1;1;1
E269;Teknik Elektro;94;69;98;82;75;86;83;84;95;1;0;0;0;1;1;1
E270;Teknik Elektro;86;69;92;80;75;90;90;78;90;0;0;0;0;1;1;1
E271;Teknik Elektro;97;71;96;84;90;89;82;84;93;0;0;1;0;1;0;0
E272;Teknik Elektro;90;67;91;76;72;88;87;77;94;0;0;0;0;1;1;1
E273;Teknik Elektro;88;72;99;84;81;88;81;75;87;1;0;1;0;0;1;1
E274;Teknik Elektro;84;65;97;77;87;89;83;76;87;0;0;1;0;1;1;1
E275;Teknik Elektro;82;64;93;73;74;89;84;79;94;1;0;1;0;1;1;1
